Id,Label,Group,Attribute
3982,continental army,word,5
3983,george washington,word,6
3984,defeated,word,6
3985,forces,word,11
3986,learned,word,7
3987,goods,word,13
3988,jersey state,word,8
3989,elections,word,19
3990,voting rights,word,6
3991,industries,word,6
3992,jersey city,word,12
3993,counties,word,31
3994,state senate,word,6
3995,factions,word,7
3996,democratic party,word,10
3997,atlantic city,word,7
3998,stations,word,11
3999,north jersey,word,6
4000,south jersey,word,6
4001,bergen county,word,6
4002,jersey shore,word,9
4003,metropolitan area,word,25
4004,air force,word,18
4005,jersey legislature,word,5
4006,atlantic coast,word,6
4007,forests,word,9
4008,acres,word,6
4009,territories,word,12
4010,temperatures,word,8
4011,winters,word,8
4012,variations,word,6
4013,affecting,word,8
4014,municipalities,word,16
4015,urban areas,word,5
4016,jerseyans,word,5
4017,massachusetts,word,6
4018,national average,word,12
4019,lowest,word,9
4020,per capita,word,8
4021,engineers,word,6
4022,neighborhoods,word,9
4023,african american,word,10
4024,races,word,6
4025,ethnic minorities,word,5
4026,sikhs,word,6
4027,tribes,word,19
4028,spoken,word,5
4029,languages,word,12
4030,schools,word,16
4031,traditions,word,8
4032,students,word,46
4033,rankings,word,5
4034,rutgers,word,9
4035,public schools,word,7
4036,high schools,word,7
4037,exempted,word,6
4038,taxes,word,21
4039,fruits,word,8
4040,east coast,word,5
4041,impacts,word,5
4042,legalized,word,6
4043,sports,word,38
4044,films,word,8
4045,credits,word,5
4046,affiliates,word,7
4047,emissions,word,6
4048,passengers,word,6
4049,international airport,word,15
4050,lines,word,5
4051,suburbs,word,10
4052,museums,word,6
4053,influences,word,7
4054,restaurants,word,7
4055,teams,word,17
4056,meadowlands,word,5
4057,seasons,word,8
4058,matches,word,60
4059,universities,word,14
4060,womens,word,14
4061,venues,word,9
4062,mens,word,9
4063,games,word,26
4064,ncaa division,word,6
4065,lieutenant governor,word,7
4066,general assembly,word,16
4067,senators,word,11
4068,offenses,word,8
4069,courts,word,10
4070,appeals,word,7
4071,county commissioners,word,6
4072,branches,word,9
4073,seats,word,13
4074,bans,word,6
4075,firearms,word,5
4076,jurisdictions,word,11
4077,houses,word,12
4078,west virginia,word,6
4079,eliminated,word,6
4080,executions,word,52
4081,prisoners,word,10
4082,sentences,word,11
4083,parks,word,28
4084,performances,word,13
4085,nimesulide,word,54
4086,symptomatic,word,14
4087,mode,word,13
4088,prostaglandin,word,15
4089,hepatotoxicity,word,20
4090,ema,word,15
4091,diclofenac,word,98
4092,naproxen,word,10
4093,transient,word,6
4094,contraindicate,word,17
4095,finland,word,12
4096,ireland,word,10
4097,advanced,word,12
4098,inflammatory,word,17
4099,mesulid,word,6
4100,novartis,word,5
4101,bulgaria,word,5
4102,abbott,word,6
4103,ukraine,word,9
4104,moldova,word,5
4105,georgia,word,14
4106,veterinary,word,18
4107,ministry,word,37
4108,welfare,word,5
4109,suspension,word,7
4110,suspicion,word,8
4111,fake,word,13
4112,buy,word,12
4113,shop,word,7
4114,prostaglandins,word,6
4115,gastrointestinal bleeding,word,5
4116,contraindicated,word,17
4117,employees,word,7
4118,arrests,word,7
4119,mifepristone,word,219
4120,misoprostol,word,42
4121,miscarriage,word,8
4122,bacterial,word,13
4123,uterine,word,10
4124,gemeprost,word,5
4125,insulin,word,9
4126,regiman,word,6
4127,elevated,word,24
4128,transfusion,word,8
4129,incomplete,word,5
4130,corticosteroid,word,7
4131,uterus,word,6
4132,sepsis,word,6
4133,event,word,66
4134,altogether,word,7
4135,antiabortion,word,9
4136,regimen,word,10
4137,lowdose,word,18
4138,structural,word,54
4139,steroidal,word,6
4140,antiglucocorticoid,word,9
4141,antiandrogen,word,51
4142,phenyl,word,7
4143,plane,word,12
4144,testosterone,word,24
4145,contraceptive,word,9
4146,endometrial,word,5
4147,antiandrogenic,word,8
4148,blockade,word,22
4149,cervical,word,5
4150,detachment,word,6
4151,tiennemile,word,5
4152,baulieu,word,7
4153,fertilization,word,5
4154,rousseluclaf,word,14
4155,walter,word,5
4156,owner,word,7
4157,hoechst,word,12
4158,moment,word,6
4159,mifegyne,word,10
4160,danco,word,6
4161,immune,word,15
4162,acceptable,word,7
4163,gestation,word,14
4164,methotrexate,word,8
4165,medicationbase,word,6
4166,scotland,word,8
4167,physically,word,10
4168,immunity,word,7
4169,dosing,word,12
4170,relax,word,5
4171,circuit,word,14
4172,injunction,word,10
4173,ongoing,word,5
4174,permanently,word,6
4175,certify,word,5
4176,jackson,word,10
4177,interpretation,word,10
4178,fdas,word,5
4179,conservative,word,5
4180,stand,word,16
4181,suffer,word,10
4182,forth,word,5
4183,aggressive,word,8
4184,norway,word,6
4185,belarus,word,8
4186,protocol,word,38
4187,lift,word,5
4188,politician,word,6
4189,israel,word,5
4190,ultrasound,word,6
4191,armenia,word,6
4192,ripening,word,6
4193,prostate,word,22
4194,detectable,word,5
4195,promise,word,8
4196,traumatic,word,5
4197,implantation,word,6
4198,medical abortion,word,6
4199,abdominal pain,word,5
4200,medication abortion,word,9
4201,protests,word,5
4202,interests,word,5
4203,laboratories,word,6
4204,medication abortions,word,5
4205,abortions,word,12
4206,medicationbased,word,8
4207,standing,word,9
4208,rural areas,word,6
4209,comparing,word,5
4210,prostate cancer,word,19
4211,nociceptin,word,6
4212,hyperalgesia,word,12
4213,stimulation,word,20
4214,arrhythmia,word,11
4215,condensation,word,7
4216,cid,word,13
4217,metal,word,11
4218,methanol,word,64
4219,trans,word,5
4220,isomer,word,12
4221,hyperforin,word,44
4222,phytochemical,word,7
4223,hypericum,word,5
4224,johns,word,11
4225,wort,word,6
4226,antidepressant,word,21
4227,afford,word,6
4228,adhyperforin,word,6
4229,ppap,word,8
4230,inspire,word,5
4231,cmax,word,6
4232,volunteer,word,19
4233,residence,word,5
4234,linear,word,5
4235,vitro,word,7
4236,monoamine,word,5
4237,norepinephrine,word,7
4238,glutamate,word,7
4239,cytochrome,word,13
4240,cypc,word,18
4241,pregnane,word,7
4242,element,word,58
4243,isobutyrylcoa,word,6
4244,st johns wort,word,5
4245,in vitro,word,6
4246,morphinelike,word,7
4247,alvimopan,word,7
4248,loperamide,word,5
4249,diphenoxylate,word,5
4250,jay,word,14
4251,bennett,word,60
4252,band,word,22
4253,wilco,word,20
4254,titanic,word,5
4255,love,word,14
4256,album,word,24
4257,charisma,word,5
4258,guitar,word,8
4259,steve,word,7
4260,junior,word,5
4261,fulltime,word,5
4262,technician,word,5
4263,conflict,word,23
4264,jeff,word,8
4265,tweedy,word,15
4266,bennetts,word,16
4267,break,word,38
4268,orourke,word,8
4269,folk,word,7
4270,musical,word,11
4271,trio,word,5
4272,solo,word,5
4273,enemy,word,23
4274,explore,word,9
4275,apologize,word,5
4276,perfume,word,5
4277,performer,word,41
4278,crow,word,6
4279,drunk,word,18
4280,publicly,word,13
4281,painkiller,word,11
4282,forward,word,6
4283,graduate,word,17
4284,favorite,word,5
4285,watch,word,10
4286,thompson,word,17
4287,deeply,word,5
4288,tragedy,word,7
4289,gift,word,5
4290,welcome,word,5
4291,donation,word,5
4292,documentary,word,10
4293,career,word,24
4294,payperview,word,11
4295,capture,word,9
4296,hole,word,7
4297,landscape,word,5
4298,reputation,word,10
4299,portray,word,15
4300,pull,word,8
4301,albums,word,5
4302,conflicts,word,5
4303,engineering,word,5
4304,opioid agonist,word,6
4305,ethylene,word,106
4306,iupac,word,8
4307,ethene,word,5
4308,hydrocarbon,word,14
4309,hcch,word,10
4310,alkene,word,6
4311,tonne,word,8
4312,plastic,word,5
4313,emit,word,9
4314,methane,word,10
4315,hydrate,word,5
4316,pair,word,11
4317,angle,word,10
4318,ideal,word,7
4319,transition,word,14
4320,scale,word,16
4321,polymerization,word,8
4322,alkylation,word,7
4323,hydroformylation,word,5
4324,polyethylene,word,11
4325,packaging,word,6
4326,lubricant,word,5
4327,surfactant,word,5
4328,hydrolyze,word,5
4329,glycol,word,14
4330,catalyst,word,5
4331,proceed,word,5
4332,chlorine,word,10
4333,bromide,word,8
4334,insulation,word,7
4335,butene,word,5
4336,niche,word,8
4337,sharp,word,5
4338,steam,word,5
4339,crack,word,7
4340,ethane,word,6
4341,compression,word,9
4342,distillation,word,6
4343,industrially,word,5
4344,rarely,word,31
4345,dehydration,word,7
4346,methionine,word,7
4347,ligand,word,21
4348,scholar,word,5
4349,famous,word,17
4350,philosophy,word,6
4351,continuation,word,8
4352,midth,word,7
4353,daughter,word,8
4354,sense,word,10
4355,odor,word,7
4356,unchanged,word,14
4357,chch,word,6
4358,segment,word,5
4359,cracking,word,5
4360,tonnes,word,7
4361,hydrogen atoms,word,6
4362,carbon atoms,word,6
4363,atoms,word,28
4364,hydrolyzed,word,5
4365,hydrocarbons,word,5
4366,midth century,word,7
4367,terrorism,word,27
4368,corruption,word,24
4369,unodcs,word,5
4370,adoption,word,10
4371,knowledge,word,22
4372,anticorruption,word,7
4373,piracy,word,5
4374,detailed,word,5
4375,systematic,word,25
4376,operational,word,12
4377,transnational,word,6
4378,cooperative,word,5
4379,suppress,word,31
4380,punish,word,12
4381,persecution,word,5
4382,protective,word,8
4383,ammunition,word,10
4384,session,word,11
4385,uncac,word,10
4386,recovery,word,33
4387,implication,word,6
4388,involvement,word,13
4389,solidarity,word,8
4390,amnesty,word,30
4391,unfair,word,5
4392,ali,word,7
4393,bin,word,11
4394,alqaeda,word,11
4395,terrorist,word,8
4396,poet,word,5
4397,crime prevention,word,7
4398,criminal justice,word,5
4399,conventions,word,9
4400,migrants,word,8
4401,components,word,5
4402,sessions,word,5
4403,young people,word,6
4404,markets,word,9
4405,drug use,word,5
4406,jacob,word,5
4407,irritability,word,10
4408,agitation,word,13
4409,pentobarbital,word,9
4410,midazolam,word,7
4411,dentistry,word,7
4412,cosmetic,word,7
4413,inhalation,word,8
4414,unintended,word,6
4415,distress,word,10
4416,suppression,word,23
4417,richmond,word,36
4418,conscious,word,6
4419,neck,word,19
4420,sedate,word,6
4421,choline,word,252
4422,phospholipid,word,15
4423,meat,word,8
4424,breast,word,20
4425,milk,word,19
4426,baby,word,14
4427,ethanolamine,word,10
4428,smell,word,6
4429,trimethylamine,word,8
4430,tma,word,15
4431,lecithin,word,7
4432,being,word,6
4433,phosphatidylcholine,word,31
4434,homocysteine,word,6
4435,parallel,word,5
4436,phosphatidylethanolamine,word,5
4437,pemt,word,14
4438,cdpcholine,word,8
4439,rodent,word,5
4440,knockout,word,15
4441,gradient,word,7
4442,unabsorbed,word,5
4443,escape,word,10
4444,moll,word,5
4445,alter,word,14
4446,elevate,word,6
4447,paralysis,word,6
4448,ctls,word,11
4449,trimethylglycine,word,16
4450,osmoregulator,word,5
4451,bile,word,9
4452,intestinal,word,18
4453,memory,word,15
4454,neural,word,13
4455,nonetheless,word,9
4456,aldehyde,word,11
4457,dna,word,19
4458,adequate,word,20
4459,fraction,word,13
4460,breastfeeding,word,15
4461,table,word,6
4462,reflect,word,18
4463,ear,word,5
4464,yearold,word,22
4465,cirrhosis,word,6
4466,predispose,word,8
4467,polymorphism,word,6
4468,simultaneously,word,21
4469,inability,word,5
4470,tmao,word,11
4471,bacteria,word,23
4472,interact,word,21
4473,cognition,word,13
4474,dramatically,word,8
4475,feed,word,12
4476,pump,word,5
4477,myelinate,word,8
4478,nerve,word,59
4479,fiber,word,8
4480,neurogenesis,word,6
4481,proliferation,word,9
4482,differentiation,word,8
4483,arterial,word,5
4484,highaffinity,word,5
4485,chicken,word,9
4486,imaging,word,13
4487,isolate,word,13
4488,pig,word,6
4489,neurine,word,8
4490,chemical formula,word,18
4491,phospholipids,word,9
4492,cell membranes,word,8
4493,nervous system,bigram,3
4494,breast milk,word,6
4495,methyl groups,word,7
4496,choline phospholipids,word,5
4497,choline deficiency,word,7
4498,choline intake,word,10
4499,phosphatidylcholines,word,11
4500,portal vein,word,5
4501,systemic circulation,word,7
4502,neurons,word,15
4503,mothers,word,5
4504,older,word,7
4505,yearolds,word,8
4506,males,word,12
4507,liver damage,word,9
4508,cardiovascular diseases,word,5
4509,chemicals,word,6
4510,isolated,word,8
4511,feeding,word,6
4512,selectivity,word,8
4513,bias,word,7
4514,trivium,word,21
4515,intermedia,word,6
4516,io,word,6
4517,android,word,6
4518,app,word,27
4519,rus,word,7
4520,yusupov,word,12
4521,kroll,word,5
4522,player,word,35
4523,answer,word,17
4524,tune,word,8
4525,suppose,word,5
4526,cease,word,9
4527,google,word,8
4528,idea,word,11
4529,tech,word,8
4530,scott,word,10
4531,matt,word,10
4532,comedian,word,7
4533,comedy,word,14
4534,gambino,word,9
4535,investor,word,6
4536,established,word,7
4537,anna,word,6
4538,roisman,word,6
4539,payout,word,7
4540,twitter,word,6
4541,evening,word,5
4542,chart,word,6
4543,venture,word,11
4544,shut,word,9
4545,breaking,word,5
4546,message,word,12
4547,takeover,word,6
4548,trivia,word,6
4549,muhammad,word,5
4550,unauthorized,word,5
4551,format,word,26
4552,shortly,word,7
4553,savage,word,5
4554,correctly,word,8
4555,gameplay,word,8
4556,wrong,word,6
4557,fantasy,word,5
4558,wednesday,word,7
4559,sunday,word,6
4560,beer,word,27
4561,strike,word,20
4562,round,word,12
4563,spin,word,8
4564,puzzle,word,5
4565,wheel,word,8
4566,automatically,word,6
4567,attain,word,5
4568,guest,word,11
4569,drink,word,90
4570,conceptual,word,5
4571,merchandise,word,9
4572,cashout,word,8
4573,button,word,6
4574,gray,word,10
4575,cash,word,7
4576,winning,word,6
4577,forfeit,word,10
4578,reinstate,word,8
4579,dead,word,13
4580,interactive,word,8
4581,players,word,25
4582,tunes,word,6
4583,hosted,word,11
4584,matt richards,word,5
4585,hosts,word,8
4586,questions,word,6
4587,scheduled,word,6
4588,crimes,word,32
4589,rifampin,word,15
4590,mycobacterium,word,7
4591,prophylaxis,word,6
4592,expose,word,13
4593,tear,word,6
4594,rifamycin,word,5
4595,rna,word,18
4596,critically,word,7
4597,bacterium,word,5
4598,isoniazid,word,5
4599,generation,word,9
4600,metaanalysis,word,14
4601,monotherapy,word,8
4602,itchiness,word,6
4603,benign,word,5
4604,polymerase,word,7
4605,cypb,word,5
4606,anticoagulation,word,5
4607,warfarin,word,12
4608,arise,word,12
4609,map,word,7
4610,rpob,word,6
4611,detection,word,11
4612,marker,word,6
4613,cerebrospinal,word,12
4614,saliva,word,5
4615,aware,word,6
4616,mnp,word,6
4617,carcinogen,word,19
4618,tears,word,5
4619,infections,word,11
4620,consequences of,word,5
4621,birth control pills,word,6
4622,courses,word,7
4623,amino acid,bigram,2
4624,cerebrospinal fluid,word,12
4625,dextropropoxyphene,word,50
4626,lilly,word,5
4627,digesic,word,5
4628,darvon,word,14
4629,coproxamol,word,22
4630,alcoholic,word,59
4631,cardiotoxicity,word,6
4632,noncompetitive,word,5
4633,cns,word,79
4634,miosis,word,11
4635,propoxyphene,word,48
4636,mood,word,14
4637,norpropoxyphene,word,8
4638,edema,word,6
4639,napsylate,word,7
4640,carbonyl,word,5
4641,breastfeed,word,11
4642,concomitant,word,6
4643,wage,word,12
4644,tribunal,word,5
4645,discourage,word,5
4646,suicidal,word,6
4647,facto,word,8
4648,drank,word,7
4649,reject,word,6
4650,tramadol,word,11
4651,mercy,word,8
4652,killing,word,25
4653,philip,word,5
4654,alcoholics,word,5
4655,antidepressants,word,6
4656,inexpensive,word,7
4657,eventual,word,5
4658,punishment,word,110
4659,judicial,word,9
4660,offender,word,22
4661,hang,word,12
4662,stone,word,179
4663,aggravate,word,5
4664,rape,word,48
4665,humanity,word,5
4666,genocide,word,11
4667,overthrow,word,5
4668,treason,word,9
4669,recidivism,word,6
4670,robbery,word,6
4671,kidnapping,word,7
4672,belief,word,13
4673,intentional,word,12
4674,innocent,word,14
4675,jure,word,5
4676,abolitionist,word,10
4677,bangladesh,word,8
4678,organisation,word,9
4679,torture,word,13
4680,cruel,word,13
4681,moratorium,word,31
4682,abolition,word,40
4683,earth,word,6
4684,stake,word,8
4685,alive,word,7
4686,tribal,word,23
4687,compensation,word,11
4688,feuds,word,8
4689,feud,word,15
4690,arbitration,word,8
4691,ally,word,14
4692,adultery,word,7
4693,sodomy,word,12
4694,witchcraft,word,5
4695,peace,word,17
4696,cattle,word,14
4697,debt,word,10
4698,perpetrator,word,10
4699,monarchy,word,5
4700,consequently,word,8
4701,repeal,word,11
4702,revenge,word,8
4703,guarantee,word,8
4704,means,word,8
4705,object,word,7
4706,reflection,word,6
4707,theft,word,11
4708,exile,word,9
4709,judgment,word,6
4710,corpse,word,5
4711,eat,word,6
4712,tang,word,20
4713,dynasty,word,15
4714,emperor,word,17
4715,xuanzong,word,5
4716,severity,word,22
4717,remote,word,8
4718,rebellion,word,6
4719,infrequent,word,6
4720,strangulation,word,8
4721,decapitation,word,9
4722,kidnap,word,5
4723,grave,word,9
4724,thousand,word,31
4725,pole,word,6
4726,proof,word,5
4727,identity,word,5
4728,medieval,word,5
4729,throw,word,7
4730,building,word,43
4731,buggery,word,5
4732,carolina,word,6
4733,recognise,word,6
4734,christian,word,26
4735,inferior,word,6
4736,forbid,word,17
4737,christianity,word,14
4738,profession,word,10
4739,obligate,word,5
4740,dress,word,7
4741,differently,word,6
4742,sharia,word,29
4743,nonmuslim,word,6
4744,islamic,word,70
4745,hardship,word,5
4746,surrender,word,5
4747,faith,word,8
4748,call,word,7
4749,divine,word,6
4750,retribution,word,8
4751,beccaria,word,5
4752,violent,word,26
4753,phenomenon,word,12
4754,parliament,word,19
4755,cherry,word,7
4756,steal,word,5
4757,bloody,word,7
4758,statutory,word,5
4759,nazi,word,6
4760,shot,word,7
4761,author,word,13
4762,continent,word,7
4763,itnote,word,6
4764,retentionist,word,10
4765,brutal,word,14
4766,peshawar,word,10
4767,massacre,word,21
4768,passage,word,22
4769,kazakhstan,word,7
4770,reign,word,8
4771,grand,word,9
4772,leopold,word,7
4773,empire,word,9
4774,son,word,6
4775,reintroduce,word,8
4776,departure,word,8
4777,san,word,12
4778,peacetime,word,10
4779,unconstitutional,word,6
4780,intellectual,word,6
4781,wartime,word,9
4782,korea,word,11
4783,iraq,word,18
4784,socialist,word,7
4785,strictly,word,5
4786,ignore,word,5
4787,executioner,word,5
4788,comparatively,word,6
4789,reintroduction,word,5
4790,juvenile,word,29
4791,sudan,word,5
4792,yemen,word,9
4793,flee,word,5
4794,boy,word,10
4795,oklahoma,word,10
4796,youth,word,29
4797,confederation,word,15
4798,austrian,word,7
4799,persist,word,12
4800,hassan,word,6
4801,covenant,word,6
4802,eighteen,word,5
4803,broad,word,7
4804,girl,word,22
4805,worker,word,36
4806,somalia,word,5
4807,icu,word,34
4808,witness,word,12
4809,opponent,word,50
4810,spectacle,word,9
4811,closed,word,8
4812,likewise,word,7
4813,cane,word,6
4814,intention,word,9
4815,liable,word,5
4816,stroke,word,6
4817,inhumane,word,5
4818,discriminate,word,6
4819,inflict,word,9
4820,desire,word,26
4821,supporter,word,7
4822,deserve,word,5
4823,violate,word,8
4824,albert,word,5
4825,doctrine,word,7
4826,verdict,word,5
4827,teach,word,12
4828,suffering,word,7
4829,trafficker,word,10
4830,nagaenthran,word,7
4831,psychiatrist,word,6
4832,mentally,word,5
4833,ladder,word,12
4834,shah,word,9
4835,supersede,word,5
4836,lancet,word,7
4837,hypnotic,word,8
4838,unconsciousness,word,20
4839,deliberately,word,6
4840,innocence,word,6
4841,impossible,word,5
4842,presume,word,5
4843,premise,word,12
4844,attitude,word,14
4845,shiite,word,11
4846,ahmad,word,5
4847,abdul,word,17
4848,kahar,word,9
4849,humanitarian,word,12
4850,struggle,word,9
4851,detention,word,5
4852,prohibition,word,22
4853,willing,word,7
4854,expulsion,word,6
4855,ngos,word,7
4856,rashid,word,11
4857,consideration,word,8
4858,denomination,word,6
4859,punished,word,8
4860,aggravated,word,5
4861,capital punishment,word,52
4862,war crimes,word,6
4863,organisations,word,6
4864,council of europe,word,7
4865,criminals,word,11
4866,families,word,5
4867,allies,word,7
4868,slaves,word,15
4869,rules,word,24
4870,abolishing,word,11
4871,restored,word,6
4872,thousands,word,9
4873,muslims,word,15
4874,christians,word,6
4875,nonmuslims,word,7
4876,shooting,word,5
4877,violent crimes,word,5
4878,attacks,word,14
4879,influenced,word,7
4880,instruments,word,5
4881,limitations,word,5
4882,south korea,word,5
4883,soldiers,word,14
4884,accepted,word,6
4885,offenders,word,14
4886,juveniles,word,18
4887,international covenant,word,5
4888,islamic law,word,5
4889,girls,word,15
4890,boys,word,8
4891,witnesses,word,5
4892,opponents,word,15
4893,forbade,word,6
4894,assisted,word,7
4895,blood level,bigram,2
4896,mental illness,word,5
4897,volunteers,word,5
4898,authors,word,6
4899,attitudes,word,5
4900,arabic,word,11
4901,beverage,word,36
4902,selfmedication,word,5
4903,alcoholrelated,word,40
4904,underage,word,16
4905,drinking,word,159
4906,binge,word,31
4907,cognitive,word,23
4908,hangover,word,21
4909,dementia,word,46
4910,drinker,word,16
4911,sober,word,6
4912,driving,word,13
4913,necessarily,word,7
4914,episodic,word,7
4915,risky,word,22
4916,lifespan,word,6
4917,pattern,word,15
4918,bac,word,13
4919,samhsa,word,6
4920,interchangeably,word,10
4921,austin,word,12
4922,nigerian,word,6
4923,peer,word,8
4924,ritual,word,5
4925,selfmedicate,word,8
4926,personality,word,11
4927,psychiatric,word,11
4928,recreation,word,10
4929,phrase,word,11
4930,bed,word,9
4931,courage,word,8
4932,consuming,word,7
4933,drunkenness,word,8
4934,injure,word,10
4935,everyday,word,10
4936,veteran,word,7
4937,ptsd,word,5
4938,invasion,word,17
4939,commander,word,29
4940,staple,word,10
4941,encompass,word,8
4942,moderation,word,10
4943,protestantism,word,5
4944,lutheran,word,5
4945,encephalopathy,word,5
4946,embryo,word,6
4947,celebration,word,6
4948,psychosis,word,18
4949,schizophrenia,word,8
4950,emotion,word,5
4951,emotional,word,15
4952,blindness,word,5
4953,cortex,word,14
4954,judgement,word,5
4955,sensory,word,20
4956,allosteric,word,7
4957,gabaa,word,6
4958,skill,word,19
4959,numbness,word,7
4960,amnesia,word,11
4961,anterograde,word,6
4962,consequent,word,5
4963,stimulate,word,15
4964,mucosal,word,5
4965,layer,word,6
4966,integrity,word,6
4967,unpleasant,word,7
4968,liquor,word,10
4969,workplace,word,7
4970,gravity,word,6
4971,problematic,word,9
4972,anonymous,word,6
4973,lesion,word,5
4974,diencephalon,word,9
4975,aggression,word,8
4976,nad,word,5
4977,litre,word,5
4978,margin,word,8
4979,coronary,word,5
4980,aortic,word,5
4981,worsen,word,11
4982,methodology,word,5
4983,noise,word,5
4984,axon,word,11
4985,negatively,word,8
4986,ssris,word,8
4987,morning,word,6
4988,criminalize,word,5
4989,automobile,word,8
4990,naming,word,5
4991,nonconsensual,word,6
4992,civilian,word,26
4993,positively,word,8
4994,correlate,word,9
4995,formic,word,6
4996,mgkgday,word,6
4997,taste,word,6
4998,loneliness,word,6
4999,communication,word,11
5000,phone,word,6
5001,beneficial,word,11
5002,truth,word,9
5003,hide,word,11
5004,misconception,word,5
5005,parental,word,9
5006,scene,word,11
5007,unemployment,word,6
5008,heighten,word,8
5009,fraternity,word,11
5010,nightclub,word,5
5011,hazardous,word,9
5012,pud,word,8
5013,tetrahydrocannabinol,word,6
5014,antihistamine,word,9
5015,metronidazole,word,8
5016,craving,word,14
5017,cardiotoxic,word,5
5018,fermentation,word,8
5019,categorize,word,7
5020,cho,word,23
5021,chchoh,word,7
5022,disinfectant,word,5
5023,colloquially,word,5
5024,tertiary,word,7
5025,lifestyle,word,7
5026,significance,word,13
5027,festival,word,36
5028,bonding,word,7
5029,pub,word,5
5030,honor,word,10
5031,acknowledge,word,8
5032,imply,word,10
5033,lgbt,word,5
5034,parade,word,10
5035,fixed,word,7
5036,gin,word,14
5037,weather,word,12
5038,andrew,word,6
5039,johnson,word,6
5040,vancouver,word,111
5041,heightened,word,7
5042,college students,word,5
5043,binge drinking,word,16
5044,alcohol use,word,18
5045,alcohol consumption,word,52
5046,cancers,word,5
5047,alcoholic beverages,word,23
5048,approaches,word,6
5049,definitions,word,6
5050,alcohol abuse,word,11
5051,drinks,word,13
5052,mental health services,word,5
5053,events,word,9
5054,heavy drinking,word,8
5055,systematic review,word,14
5056,alcohol use disorder,word,12
5057,consequences,word,10
5058,drinking alcohol,word,5
5059,injured,word,6
5060,birth control,word,5
5061,risk factor,word,8
5062,seizures,word,7
5063,leukotrienes,word,6
5064,alcohol industry,word,6
5065,jobs,word,9
5066,heart failure,word,7
5067,psychiatric disorders,word,5
5068,axons,word,8
5069,feet,word,6
5070,breast cancer,word,5
5071,businesses,word,6
5072,civilians,word,14
5073,violent crime,word,6
5074,formic acid,word,5
5075,structural similarity,word,6
5076,workers,word,15
5077,interventions,word,6
5078,targeting,word,7
5079,bars,word,5
5080,molecular formula,word,11
5081,skills,word,7
5082,festivals,word,7
5083,high school,word,7
5084,wrestling,word,367
5085,pro,word,24
5086,drama,word,12
5087,wrestler,word,293
5088,script,word,5
5089,staged,word,10
5090,spectator,word,6
5091,pretense,word,6
5092,bona,word,6
5093,fiction,word,9
5094,gimmick,word,8
5095,persona,word,16
5096,entrance,word,31
5097,storyline,word,19
5098,heel,word,58
5099,akin,word,5
5100,boxing,word,10
5101,backstage,word,11
5102,authentic,word,6
5103,audience,word,50
5104,predetermine,word,5
5105,genre,word,12
5106,amateur,word,6
5107,enjoy,word,9
5108,contest,word,9
5109,exhibition,word,12
5110,slang,word,5
5111,crowd,word,11
5112,gallery,word,6
5113,catch,word,20
5114,fighter,word,12
5115,carnival,word,12
5116,challenger,word,9
5117,champion,word,61
5118,beat,word,7
5119,kayfabe,word,23
5120,bout,word,5
5121,newspaper,word,13
5122,alienate,word,5
5123,endure,word,5
5124,promoter,word,47
5125,charismatic,word,6
5126,championship,word,90
5127,star,word,21
5128,preserve,word,10
5129,facade,word,6
5130,decree,word,13
5131,jack,word,7
5132,mirror,word,7
5133,curley,word,6
5134,fashion,word,6
5135,theatrical,word,15
5136,communicate,word,6
5137,wrestle,word,11
5138,vince,word,13
5139,mcmahon,word,28
5140,wwf,word,16
5141,gold,word,23
5142,punch,word,19
5143,countout,word,16
5144,costume,word,5
5145,bowser,word,5
5146,pack,word,9
5147,awa,word,13
5148,convince,word,5
5149,nwa,word,44
5150,fair,word,14
5151,gagne,word,6
5152,sole,word,8
5153,broadcasting,word,5
5154,celebrity,word,7
5155,attendance,word,10
5156,flair,word,5
5157,contemporary,word,12
5158,timeslot,word,6
5159,wcw,word,8
5160,writer,word,10
5161,fictional,word,42
5162,desert,word,5
5163,huge,word,8
5164,gordon,word,6
5165,babyface,word,8
5166,wwe,word,20
5167,wrestlemania,word,8
5168,outdoor,word,13
5169,olympic,word,11
5170,sociologist,word,5
5171,plot,word,11
5172,precisely,word,5
5173,corner,word,12
5174,tag,word,33
5175,mat,word,17
5176,rope,word,12
5177,turnbuckle,word,6
5178,enclose,word,7
5179,pinfall,word,9
5180,submission,word,40
5181,pin,word,17
5182,interference,word,8
5183,climb,word,7
5184,cage,word,6
5185,rumble,word,6
5186,referee,word,79
5187,lucha,word,14
5188,libre,word,11
5189,disqualification,word,26
5190,scripted,word,5
5191,elite,word,10
5192,martial,word,12
5193,artist,word,14
5194,tagging,word,7
5195,incapacitated,word,5
5196,depict,word,8
5197,tap,word,9
5198,popularize,word,6
5199,bret,word,7
5200,signature,word,5
5201,choke,word,5
5202,grab,word,5
5203,disqualified,word,5
5204,behalf,word,5
5205,alternatively,word,7
5206,tactic,word,14
5207,intentionally,word,11
5208,speed,word,17
5209,card,word,5
5210,statistically,word,7
5211,undertaker,word,8
5212,triple,word,6
5213,broadway,word,7
5214,rating,word,6
5215,punk,word,5
5216,protagonist,word,6
5217,switch,word,6
5218,rocky,word,8
5219,programming,word,7
5220,confidence,word,13
5221,extortion,word,6
5222,worship,word,6
5223,hidden,word,6
5224,relevance,word,6
5225,legitimacy,word,6
